Division,Hospital,MeasureGroup,Measure,Month,MonthNumber,FiscalYear,Actual,Goal,GoalLabel,MeasureGroupOrder,MeasureFormat,MeasureOrder
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Jul,1,FY19,0.00,0.00,Goal,2,Number,5860
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Aug,2,FY19,0.00,0.00,Goal,2,Number,5861
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Sep,3,FY19,0.00,0.00,Goal,2,Number,5862
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Oct,4,FY19,0.00,0.00,Goal,2,Number,5863
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Nov,5,FY19,0.00,0.00,Goal,2,Number,5864
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Dec,6,FY19,0.00,0.00,Goal,2,Number,5865
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Jan,7,FY19,0.00,0.00,Goal,2,Number,5866
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Feb,8,FY19,0.00,0.00,Goal,2,Number,5867
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,"Quality, Safety, Experience",Safety,Mar,9,FY19,0.00,0.00,Goal,2,Number,5868
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Jul,1,FY19,3850328.84,3749182.06,Budget,3,Dollar,5869
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Aug,2,FY19,4031382.10,4066691.12,Budget,3,Dollar,5870
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Sep,3,FY19,3692523.13,3519008.80,Budget,3,Dollar,5871
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Oct,4,FY19,4497503.21,4042967.36,Budget,3,Dollar,5872
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Nov,5,FY19,4276649.64,3751391.60,Budget,3,Dollar,5873
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Dec,6,FY19,3626446.41,3753998.78,Budget,3,Dollar,5874
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Jan,7,FY19,4717807.53,3979626.92,Budget,3,Dollar,5875
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Feb,8,FY19,3706907.77,3569450.13,Budget,3,Dollar,5876
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA,Mar,9,FY19,4170686.36,3818989.77,Budget,3,Dollar,5877
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Jul,1,FY19,47.16,46.73,Budget,3,Percent,5878
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Aug,2,FY19,46.08,48.78,Budget,3,Percent,5879
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Sep,3,FY19,46.71,46.40,Budget,3,Percent,5880
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Oct,4,FY19,47.72,48.30,Budget,3,Percent,5881
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Nov,5,FY19,47.96,47.39,Budget,3,Percent,5882
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Dec,6,FY19,45.23,47.39,Budget,3,Percent,5883
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Jan,7,FY19,50.84,48.27,Budget,3,Percent,5884
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Feb,8,FY19,49.13,47.74,Budget,3,Percent,5885
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Earnings,Operating EBIDA Margin,Mar,9,FY19,48.64,47.22,Budget,3,Percent,5886
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Jul,1,FY19,1005.80,794.94,Budget,4,Number,5887
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Aug,2,FY19,955.98,825.51,Budget,4,Number,5888
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Sep,3,FY19,851.11,749.06,Budget,4,Number,5889
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Oct,4,FY19,979.01,825.51,Budget,4,Number,5890
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Nov,5,FY19,911.20,779.66,Budget,4,Number,5891
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Dec,6,FY19,905.68,779.66,Budget,4,Number,5892
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Jan,7,FY19,933.42,810.23,Budget,4,Number,5893
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Feb,8,FY19,769.65,733.77,Budget,4,Number,5894
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Adjusted Admissions,Mar,9,FY19,879.58,794.94,Budget,4,Number,5895
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Jul,1,FY19,354.00,338.55,Budget,4,Number,5896
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Aug,2,FY19,357.00,351.57,Budget,4,Number,5897
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Sep,3,FY19,311.00,319.01,Budget,4,Number,5898
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Oct,4,FY19,399.00,351.57,Budget,4,Number,5899
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Nov,5,FY19,371.00,332.04,Budget,4,Number,5900
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Dec,6,FY19,370.00,332.04,Budget,4,Number,5901
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Jan,7,FY19,350.00,345.06,Budget,4,Number,5902
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Feb,8,FY19,289.00,312.50,Budget,4,Number,5903
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Acute Admissions,Mar,9,FY19,337.00,338.55,Budget,4,Number,5904
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Jul,1,FY19,157.00,175.83,Budget,4,Number,5905
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Aug,2,FY19,162.00,182.59,Budget,4,Number,5906
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Sep,3,FY19,137.00,165.68,Budget,4,Number,5907
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Oct,4,FY19,171.00,182.59,Budget,4,Number,5908
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Nov,5,FY19,166.00,172.44,Budget,4,Number,5909
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Dec,6,FY19,162.00,172.44,Budget,4,Number,5910
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Jan,7,FY19,138.00,179.21,Budget,4,Number,5911
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Feb,8,FY19,113.00,162.30,Budget,4,Number,5912
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,IP Surgeries,Mar,9,FY19,122.00,175.83,Budget,4,Number,5913
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Jul,1,FY19,311.00,266.22,Budget,4,Number,5914
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Aug,2,FY19,425.00,276.46,Budget,4,Number,5915
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Sep,3,FY19,318.00,250.86,Budget,4,Number,5916
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Oct,4,FY19,358.00,276.46,Budget,4,Number,5917
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Nov,5,FY19,375.00,261.10,Budget,4,Number,5918
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Dec,6,FY19,341.00,261.10,Budget,4,Number,5919
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Jan,7,FY19,422.00,271.34,Budget,4,Number,5920
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Feb,8,FY19,351.00,245.74,Budget,4,Number,5921
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,OP Surgeries,Mar,9,FY19,351.00,266.22,Budget,4,Number,5922
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Jul,1,FY19,2279.00,2163.75,Budget,4,Number,5923
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Aug,2,FY19,2255.00,2246.98,Budget,4,Number,5924
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Sep,3,FY19,2156.00,2038.92,Budget,4,Number,5925
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Oct,4,FY19,2279.00,2246.98,Budget,4,Number,5926
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Nov,5,FY19,2175.00,2122.14,Budget,4,Number,5927
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Dec,6,FY19,2117.00,2122.14,Budget,4,Number,5928
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Jan,7,FY19,2109.00,2205.36,Budget,4,Number,5929
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Feb,8,FY19,1927.00,1997.31,Budget,4,Number,5930
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Growth,Total ED Visits,Mar,9,FY19,2209.00,2163.75,Budget,4,Number,5931
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Jul,1,FY19,25.97,25.79,Budget,5,Percent,5932
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Aug,2,FY19,26.01,25.81,Budget,5,Percent,5933
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Sep,3,FY19,26.46,25.87,Budget,5,Percent,5934
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Oct,4,FY19,26.19,25.91,Budget,5,Percent,5935
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Nov,5,FY19,26.09,25.95,Budget,5,Percent,5936
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Dec,6,FY19,25.86,25.97,Budget,5,Percent,5937
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Jan,7,FY19,26.73,26.01,Budget,5,Percent,5938
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Feb,8,FY19,25.98,26.05,Budget,5,Percent,5939
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue Yield,Mar,9,FY19,26.69,26.00,Budget,5,Percent,5940
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Jul,1,FY19,7955.56,9886.38,Budget,5,Number,5941
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Aug,2,FY19,8972.24,9892.74,Budget,5,Number,5942
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Sep,3,FY19,9070.09,9917.81,Budget,5,Number,5943
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Oct,4,FY19,9445.81,9933.46,Budget,5,Number,5944
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Nov,5,FY19,9583.37,9947.22,Budget,5,Number,5945
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Dec,6,FY19,8651.59,9953.82,Budget,5,Number,5946
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Jan,7,FY19,9751.73,9970.29,Budget,5,Number,5947
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Feb,8,FY19,9589.92,9983.75,Budget,5,Number,5948
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Revenue,Net Patient Service Revenue/AA,Mar,9,FY19,9545.26,9967.33,Budget,5,Number,5949
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Jul,1,FY19,0.27,0.32,Budget,6,Number,5950
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Aug,2,FY19,0.29,0.31,Budget,6,Number,5951
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Sep,3,FY19,0.32,0.34,Budget,6,Number,5952
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Oct,4,FY19,0.28,0.31,Budget,6,Number,5953
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Nov,5,FY19,0.30,0.33,Budget,6,Number,5954
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Dec,6,FY19,0.30,0.33,Budget,6,Number,5955
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Jan,7,FY19,0.30,0.32,Budget,6,Number,5956
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Feb,8,FY19,0.35,0.35,Budget,6,Number,5957
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,FTEs per Adjusted Admission,Mar,9,FY19,0.31,0.32,Budget,6,Number,5958
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Jul,1,FY19,202.66,206.66,Budget,6,Number,5959
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Jul,1,FY19,1734.17,2332.95,Budget,6,Number,5960
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Aug,2,FY19,262.55,206.66,Budget,6,Number,5961
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Aug,2,FY19,1971.44,2334.95,Budget,6,Number,5962
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Sep,3,FY19,139.88,206.67,Budget,6,Number,5963
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Sep,3,FY19,2053.55,2329.72,Budget,6,Number,5964
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Oct,4,FY19,121.20,206.66,Budget,6,Number,5965
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Oct,4,FY19,2494.56,2334.95,Budget,6,Number,5966
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Nov,5,FY19,205.08,206.66,Budget,6,Number,5967
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Nov,5,FY19,2151.39,2331.87,Budget,6,Number,5968
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Dec,6,FY19,139.51,206.66,Budget,6,Number,5969
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Dec,6,FY19,2057.51,2331.87,Budget,6,Number,5970
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Jan,7,FY19,1916.10,2333.95,Budget,6,Number,5971
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Jan,7,FY19,114.96,206.66,Budget,6,Number,5972
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Feb,8,FY19,169.04,206.67,Budget,6,Number,5973
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Feb,8,FY19,2090.18,2328.55,Budget,6,Number,5974
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Mar,9,FY19,1987.79,2332.95,Budget,6,Number,5975
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Pharmacy Cost/Adjusted Admission,Mar,9,FY19,341.03,206.66,Budget,6,Number,5976
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Jul,1,FY19,1840.17,2195.06,Budget,6,Number,5977
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Aug,2,FY19,2084.44,2127.98,Budget,6,Number,5978
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Sep,3,FY19,2170.42,2243.20,Budget,6,Number,5979
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Oct,4,FY19,2000.78,2220.21,Budget,6,Number,5980
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Nov,5,FY19,2212.97,2263.38,Budget,6,Number,5981
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Dec,6,FY19,2192.28,2296.21,Budget,6,Number,5982
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Jan,7,FY19,2171.29,2238.26,Budget,6,Number,5983
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Feb,8,FY19,2246.68,2263.20,Budget,6,Number,5984
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Expense,Total Comp per Adjusted Admission,Mar,9,FY19,2145.96,2286.19,Budget,6,Number,5985
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Jul,1,FY19,1734.17,2332.95,Budget,7,Number,5986
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Aug,2,FY19,1971.44,2334.95,Budget,7,Number,5987
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Sep,3,FY19,2053.55,2329.72,Budget,7,Number,5988
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Oct,4,FY19,2494.56,2334.95,Budget,7,Number,5989
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Nov,5,FY19,2151.39,2331.87,Budget,7,Number,5990
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Dec,6,FY19,2057.51,2331.87,Budget,7,Number,5991
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Jan,7,FY19,1916.10,2333.95,Budget,7,Number,5992
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Feb,8,FY19,2090.18,2328.55,Budget,7,Number,5993
Iowa,Mercy Med Ctr W Lakes Des Moines-IA,Population,Observation Equivelant Days,Mar,9,FY19,1987.79,2332.95,Budget,7,Number,5994
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Jul,1,FY19,0.00,0.00,Goal,1,Dollar,5995
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Aug,2,FY19,0.00,0.00,Goal,1,Dollar,5996
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Sep,3,FY19,0.00,0.00,Goal,1,Dollar,5997
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Oct,4,FY19,0.00,0.00,Goal,1,Dollar,5998
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Nov,5,FY19,0.00,0.00,Goal,1,Dollar,5999
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Dec,6,FY19,0.00,0.00,Goal,1,Dollar,6000
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Jan,7,FY19,0.00,0.00,Goal,1,Dollar,6001
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Feb,8,FY19,0.00,0.00,Goal,1,Dollar,6002
Iowa,Skiff Medical Center - Newton IA,Employee,Turnover Rate,Mar,9,FY19,0.00,0.00,Goal,1,Dollar,6003
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Jul,1,FY19,0.00,0.00,Goal,2,Number,6004
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Aug,2,FY19,0.00,0.00,Goal,2,Number,6005
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Sep,3,FY19,0.00,0.00,Goal,2,Number,6006
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Oct,4,FY19,0.00,0.00,Goal,2,Number,6007
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Nov,5,FY19,0.00,0.00,Goal,2,Number,6008
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Dec,6,FY19,0.00,0.00,Goal,2,Number,6009
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Jan,7,FY19,0.00,0.00,Goal,2,Number,6010
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Feb,8,FY19,0.00,0.00,Goal,2,Number,6011
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Patient Experience,Mar,9,FY19,0.00,0.00,Goal,2,Number,6012
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Jul,1,FY19,0.00,0.00,Goal,2,Number,6013
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Aug,2,FY19,0.00,0.00,Goal,2,Number,6014
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Sep,3,FY19,0.00,0.00,Goal,2,Number,6015
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Oct,4,FY19,0.00,0.00,Goal,2,Number,6016
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Nov,5,FY19,0.00,0.00,Goal,2,Number,6017
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Dec,6,FY19,0.00,0.00,Goal,2,Number,6018
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Jan,7,FY19,0.00,0.00,Goal,2,Number,6019
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Feb,8,FY19,0.00,0.00,Goal,2,Number,6020
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Quality,Mar,9,FY19,0.00,0.00,Goal,2,Number,6021
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Jul,1,FY19,0.00,0.00,Goal,2,Number,6022
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Aug,2,FY19,0.00,0.00,Goal,2,Number,6023
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Sep,3,FY19,0.00,0.00,Goal,2,Number,6024
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Oct,4,FY19,0.00,0.00,Goal,2,Number,6025
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Nov,5,FY19,0.00,0.00,Goal,2,Number,6026
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Dec,6,FY19,0.00,0.00,Goal,2,Number,6027
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Jan,7,FY19,0.00,0.00,Goal,2,Number,6028
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Feb,8,FY19,0.00,0.00,Goal,2,Number,6029
Iowa,Skiff Medical Center - Newton IA,"Quality, Safety, Experience",Safety,Mar,9,FY19,0.00,0.00,Goal,2,Number,6030
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Jul,1,FY19,109741.92,59416.54,Budget,3,Dollar,6031
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Aug,2,FY19,555589.30,68088.00,Budget,3,Dollar,6032
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Sep,3,FY19,-61788.06,51526.67,Budget,3,Dollar,6033
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Oct,4,FY19,-159378.67,74823.37,Budget,3,Dollar,6034
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Nov,5,FY19,-41302.93,55290.70,Budget,3,Dollar,6035
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Dec,6,FY19,393420.52,76138.38,Budget,3,Dollar,6036
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Jan,7,FY19,260633.79,57484.39,Budget,3,Dollar,6037
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Feb,8,FY19,-38195.18,6701.60,Budget,3,Dollar,6038
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA,Mar,9,FY19,120520.42,48711.27,Budget,3,Dollar,6039
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA Margin,Jul,1,FY19,4.33,2.25,Budget,3,Percent,6040
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA Margin,Aug,2,FY19,17.51,2.58,Budget,3,Percent,6041
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA Margin,Sep,3,FY19,-2.57,2.02,Budget,3,Percent,6042
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA Margin,Oct,4,FY19,-6.00,2.83,Budget,3,Percent,6043
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA Margin,Nov,5,FY19,-1.60,2.16,Budget,3,Percent,6044
Iowa,Skiff Medical Center - Newton IA,Earnings,Operating EBIDA Margin,Dec,6,FY19,12.76,2.88,Budget,3,Percent,6045
