Division,Hospital,MeasureGroup,Measure,Month,MonthNumber,FiscalYear,Actual,Goal,GoalLabel,MeasureGroupOrder,MeasureFormat,MeasureOrder
Georgia,Hospital 17,Population,BD/Charity $,Nov,5,FY19,1088020,1061517,Budget,7,Number,5217
Georgia,Hospital 17,Population,BD/Charity $,Dec,6,FY19,1210963,1099183,Budget,7,Number,5218
Georgia,Hospital 17,Population,BD/Charity %,Jul,1,FY19,15.16,14.58,Budget,7,Percent,5219
Georgia,Hospital 17,Population,BD/Charity %,Aug,2,FY19,16.7,17.17,Budget,7,Percent,5210
Georgia,Hospital 17,Population,BD/Charity %,Sep,3,FY19,18.02,17.98,Budget,7,Percent,5211
Georgia,Hospital 17,Population,BD/Charity %,Oct,4,FY19,19.44,16.78,Budget,7,Percent,5212
Georgia,Hospital 17,Population,BD/Charity %,Nov,5,FY19,17.67,19.21,Budget,7,Percent,5213
Georgia,Hospital 17,Population,BD/Charity %,Dec,6,FY19,17.03,16.17,Budget,7,Percent,5214
Georgia,Hospital 17,Population,Observation Equivelant Days,Jul,1,FY19,0,113,Budget,7,Number,5215
Georgia,Hospital 17,Population,Observation Equivelant Days,Aug,2,FY19,0,119,Budget,7,Number,5216
Georgia,Hospital 17,Population,Observation Equivelant Days,Sep,3,FY19,0,107,Budget,7,Number,5217
Georgia,Hospital 17,Population,Observation Equivelant Days,Oct,4,FY19,0,116,Budget,7,Number,5218
Georgia,Hospital 17,Population,Observation Equivelant Days,Nov,5,FY19,0,112,Budget,7,Number,5219
Georgia,Hospital 17,Population,Observation Equivelant Days,Dec,6,FY19,0,108,Budget,7,Number,5210
Georgia,Hospital 18,Employee,Turnover Rate,Jul,1,FY19,TBD,TBD,Goal,1,Percent,5211
Georgia,Hospital 18,Employee,Turnover Rate,Aug,2,FY19,TBD,TBD,Goal,1,Percent,5212
Georgia,Hospital 18,Employee,Turnover Rate,Sep,3,FY19,TBD,TBD,Goal,1,Percent,5213
Georgia,Hospital 18,Employee,Turnover Rate,Oct,4,FY19,TBD,TBD,Goal,1,Percent,5214
Georgia,Hospital 18,Employee,Turnover Rate,Nov,5,FY19,TBD,TBD,Goal,1,Percent,5215
Georgia,Hospital 18,Employee,Turnover Rate,Dec,6,FY19,TBD,TBD,Goal,1,Percent,5216
Georgia,Hospital 18,"Quality, Safety, Experience",Patient Experience,Jul,1,FY19,TBD,TBD,Goal,2,Number,5217
Georgia,Hospital 18,"Quality, Safety, Experience",Patient Experience,Aug,2,FY19,TBD,TBD,Goal,2,Number,5218
Georgia,Hospital 18,"Quality, Safety, Experience",Patient Experience,Sep,3,FY19,TBD,TBD,Goal,2,Number,5219
Georgia,Hospital 18,"Quality, Safety, Experience",Patient Experience,Oct,4,FY19,TBD,TBD,Goal,2,Number,5410
Georgia,Hospital 18,"Quality, Safety, Experience",Patient Experience,Nov,5,FY19,TBD,TBD,Goal,2,Number,5411
Georgia,Hospital 18,"Quality, Safety, Experience",Patient Experience,Dec,6,FY19,TBD,TBD,Goal,2,Number,5412
Georgia,Hospital 18,"Quality, Safety, Experience",Quality,Jul,1,FY19,TBD,TBD,Goal,2,Number,5413
Georgia,Hospital 18,"Quality, Safety, Experience",Quality,Aug,2,FY19,TBD,TBD,Goal,2,Number,5414
Georgia,Hospital 18,"Quality, Safety, Experience",Quality,Sep,3,FY19,TBD,TBD,Goal,2,Number,5415
Georgia,Hospital 18,"Quality, Safety, Experience",Quality,Oct,4,FY19,TBD,TBD,Goal,2,Number,5416
Georgia,Hospital 18,"Quality, Safety, Experience",Quality,Nov,5,FY19,TBD,TBD,Goal,2,Number,5417
Georgia,Hospital 18,"Quality, Safety, Experience",Quality,Dec,6,FY19,TBD,TBD,Goal,2,Number,5418
Georgia,Hospital 18,"Quality, Safety, Experience",Safety,Jul,1,FY19,TBD,TBD,Goal,2,Number,5419
Georgia,Hospital 18,"Quality, Safety, Experience",Safety,Aug,2,FY19,TBD,TBD,Goal,2,Number,5416
Georgia,Hospital 18,"Quality, Safety, Experience",Safety,Sep,3,FY19,TBD,TBD,Goal,2,Number,5416
Georgia,Hospital 18,"Quality, Safety, Experience",Safety,Oct,4,FY19,TBD,TBD,Goal,2,Number,5416
Georgia,Hospital 18,"Quality, Safety, Experience",Safety,Nov,5,FY19,TBD,TBD,Goal,2,Number,5416
Georgia,Hospital 18,"Quality, Safety, Experience",Safety,Dec,6,FY19,TBD,TBD,Goal,2,Number,5417
Georgia,Hospital 18,Earnings,Operating Costs,Jul,1,FY19,186179,121684,Budget,3,Dollar,5417
Georgia,Hospital 18,Earnings,Operating Costs,Aug,2,FY19,68121,120490,Budget,3,Dollar,5417
Georgia,Hospital 18,Earnings,Operating Costs,Sep,3,FY19,112109,148959,Budget,3,Dollar,5418
Georgia,Hospital 18,Earnings,Operating Costs,Oct,4,FY19,154620,115117,Budget,3,Dollar,5419
Georgia,Hospital 18,Earnings,Operating Costs,Nov,5,FY19,85542,111864,Budget,3,Dollar,5420
Georgia,Hospital 18,Earnings,Operating Costs,Dec,6,FY19,64192,160120,Budget,3,Dollar,5420
Georgia,Hospital 18,Earnings,Operating Costs Margin,Jul,1,FY19,16.82,15.74,Budget,3,Percent,5420
Georgia,Hospital 18,Earnings,Operating Costs Margin,Aug,2,FY19,8.55,15.07,Budget,3,Percent,5420
Georgia,Hospital 18,Earnings,Operating Costs Margin,Sep,3,FY19,13.67,17.11,Budget,3,Percent,5420
Georgia,Hospital 18,Earnings,Operating Costs Margin,Oct,4,FY19,17.14,16.06,Budget,3,Percent,5421
Georgia,Hospital 18,Earnings,Operating Costs Margin,Nov,5,FY19,10.12,13.52,Budget,3,Percent,5421
Georgia,Hospital 18,Earnings,Operating Costs Margin,Dec,6,FY19,8.08,17.78,Budget,3,Percent,5421
Georgia,Hospital 18,Growth,Adjusted Admissions,Jul,1,FY19,100,116,Budget,4,Number,5415
Georgia,Hospital 18,Growth,Adjusted Admissions,Aug,2,FY19,100,90,Budget,4,Number,5421
Georgia,Hospital 18,Growth,Adjusted Admissions,Sep,3,FY19,100,116,Budget,4,Number,5421
Georgia,Hospital 18,Growth,Adjusted Admissions,Oct,4,FY19,100,90,Budget,4,Number,5421
Georgia,Hospital 18,Growth,Adjusted Admissions,Nov,5,FY19,100,116,Budget,4,Number,5441
Georgia,Hospital 18,Growth,Adjusted Admissions,Dec,6,FY19,100,90,Budget,4,Number,5442
Georgia,Hospital 18,Growth,Commercial Payor Mix,Jul,1,FY19,5.83,4.17,Budget,4,Percent,5443
Georgia,Hospital 18,Growth,Commercial Payor Mix,Aug,2,FY19,3.91,4.19,Budget,4,Percent,5444
Georgia,Hospital 18,Growth,Commercial Payor Mix,Sep,3,FY19,8.97,4.2,Budget,4,Percent,5445
Georgia,Hospital 18,Growth,Commercial Payor Mix,Oct,4,FY19,3.14,4.21,Budget,4,Percent,5446
Georgia,Hospital 18,Growth,Commercial Payor Mix,Nov,5,FY19,4.94,4.2,Budget,4,Percent,5415
Georgia,Hospital 18,Growth,Commercial Payor Mix,Dec,6,FY19,7.64,4.2,Budget,4,Percent,5448
Georgia,Hospital 18,Growth,IP Acute Admissions,Jul,1,FY19,19,17,Budget,4,Number,5449
Georgia,Hospital 18,Growth,IP Acute Admissions,Aug,2,FY19,6,17,Budget,4,Number,5450
Georgia,Hospital 18,Growth,IP Acute Admissions,Sep,3,FY19,5,17,Budget,4,Number,5451
Georgia,Hospital 18,Growth,IP Acute Admissions,Oct,4,FY19,20,17,Budget,4,Number,5452
Georgia,Hospital 18,Growth,IP Acute Admissions,Nov,5,FY19,19,17,Budget,4,Number,5453
Georgia,Hospital 18,Growth,IP Acute Admissions,Dec,6,FY19,17,17,Budget,4,Number,5454
Georgia,Hospital 18,Growth,IP Surgeries,Jul,1,FY19,1,0,Budget,4,Number,5455
Georgia,Hospital 18,Growth,IP Surgeries,Aug,2,FY19,0,1,Budget,4,Number,5456
Georgia,Hospital 18,Growth,IP Surgeries,Sep,3,FY19,0,0,Budget,4,Number,5457
Georgia,Hospital 18,Growth,IP Surgeries,Oct,4,FY19,0,0,Budget,4,Number,5458
Georgia,Hospital 18,Growth,IP Surgeries,Nov,5,FY19,0,0,Budget,4,Number,5459
Georgia,Hospital 18,Growth,IP Surgeries,Dec,6,FY19,0,1,Budget,4,Number,5460
Georgia,Hospital 18,Growth,Medicaid Payor Mix,Jul,1,FY19,1.3,2.02,Budget,4,Percent,5461
Georgia,Hospital 18,Growth,Medicaid Payor Mix,Aug,2,FY19,0.9,2.03,Budget,4,Percent,5462
Georgia,Hospital 18,Growth,Medicaid Payor Mix,Sep,3,FY19,1.21,1.99,Budget,4,Percent,5463
Georgia,Hospital 18,Growth,Medicaid Payor Mix,Oct,4,FY19,1.21,2.06,Budget,4,Percent,5464
Georgia,Hospital 18,Growth,Medicaid Payor Mix,Nov,5,FY19,1.2,2.05,Budget,4,Percent,5465
Georgia,Hospital 18,Growth,Medicaid Payor Mix,Dec,6,FY19,2.89,1.99,Budget,4,Percent,5466
Georgia,Hospital 18,Growth,Medicare Payor Mix,Jul,1,FY19,63.94,62.49,Budget,4,Percent,5467
Georgia,Hospital 18,Growth,Medicare Payor Mix,Aug,2,FY19,63.44,62.17,Budget,4,Percent,5468
Georgia,Hospital 18,Growth,Medicare Payor Mix,Sep,3,FY19,57.09,62.95,Budget,4,Percent,5469
Georgia,Hospital 18,Growth,Medicare Payor Mix,Oct,4,FY19,62.68,61.69,Budget,4,Percent,5150
Georgia,Hospital 18,Growth,Medicare Payor Mix,Nov,5,FY19,62.73,61.87,Budget,4,Percent,5151
Georgia,Hospital 18,Growth,Medicare Payor Mix,Dec,6,FY19,56.2,62.96,Budget,4,Percent,5152
Georgia,Hospital 18,Growth,OP Surgeries,Jul,1,FY19,4,12,Budget,4,Number,5153
Georgia,Hospital 18,Growth,OP Surgeries,Aug,2,FY19,13,12,Budget,4,Number,5154
Georgia,Hospital 18,Growth,OP Surgeries,Sep,3,FY19,7,11,Budget,4,Number,5155
Georgia,Hospital 18,Growth,OP Surgeries,Oct,4,FY19,9,12,Budget,4,Number,5156
Georgia,Hospital 18,Growth,OP Surgeries,Nov,5,FY19,6,11,Budget,4,Number,5157
Georgia,Hospital 18,Growth,OP Surgeries,Dec,6,FY19,6,12,Budget,4,Number,5158
Georgia,Hospital 18,Growth,Physician Visits,Jul,1,FY19,N/A,N/A,Budget,4,Number,5159
Georgia,Hospital 18,Growth,Physician Visits,Aug,2,FY19,N/A,N/A,Budget,4,Number,5480
Georgia,Hospital 18,Growth,Physician Visits,Sep,3,FY19,N/A,N/A,Budget,4,Number,5481
Georgia,Hospital 18,Growth,Physician Visits,Oct,4,FY19,N/A,N/A,Budget,4,Number,5482
Georgia,Hospital 18,Growth,Physician Visits,Nov,5,FY19,N/A,N/A,Budget,4,Number,5483
Georgia,Hospital 18,Growth,Physician Visits,Dec,6,FY19,N/A,N/A,Budget,4,Number,5484
Georgia,Hospital 18,Growth,Total ED Visits,Jul,1,FY19,665,666,Budget,4,Number,5485
Georgia,Hospital 18,Growth,Total ED Visits,Aug,2,FY19,670,666,Budget,4,Number,5486
Georgia,Hospital 18,Growth,Total ED Visits,Sep,3,FY19,675,644,Budget,4,Number,5487
Georgia,Hospital 18,Growth,Total ED Visits,Oct,4,FY19,697,666,Budget,4,Number,5488
Georgia,Hospital 18,Growth,Total ED Visits,Nov,5,FY19,671,644,Budget,4,Number,5489
Georgia,Hospital 18,Growth,Total ED Visits,Dec,6,FY19,600,666,Budget,4,Number,5490
Georgia,Hospital 18,Revenue,Net Patient Service Revenue Yield,Jul,1,FY19,65.84,62.83,Budget,5,Percent,5491
Georgia,Hospital 18,Revenue,Net Patient Service Revenue Yield,Aug,2,FY19,57.04,62.59,Budget,5,Percent,5492
Georgia,Hospital 18,Revenue,Net Patient Service Revenue Yield,Sep,3,FY19,63.67,63.2,Budget,5,Percent,5493
Georgia,Hospital 18,Revenue,Net Patient Service Revenue Yield,Oct,4,FY19,57.17,62.05,Budget,5,Percent,5494
Georgia,Hospital 18,Revenue,Net Patient Service Revenue Yield,Nov,5,FY19,54.17,62.16,Budget,5,Percent,5495
Georgia,Hospital 18,Revenue,Net Patient Service Revenue Yield,Dec,6,FY19,58.96,63.3,Budget,5,Percent,5496
Georgia,Hospital 18,Revenue,Net Patient Service Revenue/AA,Jul,1,FY19,8041,8204,Budget,5,Number,5497
Georgia,Hospital 18,Revenue,Net Patient Service Revenue/AA,Aug,2,FY19,11717,8086,Budget,5,Number,5498
Georgia,Hospital 18,Revenue,Net Patient Service Revenue/AA,Sep,3,FY19,16191,8816,Budget,5,Number,5499
Georgia,Hospital 18,Revenue,Net Patient Service Revenue/AA,Oct,4,FY19,6200,7543,Budget,5,Number,5500
Georgia,Hospital 18,Revenue,Net Patient Service Revenue/AA,Nov,5,FY19,7759,7718,Budget,5,Number,5501
Georgia,Hospital 18,Revenue,Net Patient Service Revenue/AA,Dec,6,FY19,9675,8821,Budget,5,Number,5502
Georgia,Hospital 18,Expense,FTEs per Adjusted Admission,Jul,1,FY19,0.43,0.46,Budget,6,Number,5503
Georgia,Hospital 18,Expense,FTEs per Adjusted Admission,Aug,2,FY19,0.74,0.45,Budget,6,Number,5504
Georgia,Hospital 18,Expense,FTEs per Adjusted Admission,Sep,3,FY19,1.16,0.49,Budget,6,Number,5505
Georgia,Hospital 18,Expense,FTEs per Adjusted Admission,Oct,4,FY19,0.21,0.43,Budget,6,Number,5506
Georgia,Hospital 18,Expense,FTEs per Adjusted Admission,Nov,5,FY19,0.49,0.45,Budget,6,Number,5507
Georgia,Hospital 18,Expense,FTEs per Adjusted Admission,Dec,6,FY19,0.57,0.48,Budget,6,Number,5508
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Jul,1,FY19,665,809,Budget,6,Number,5509
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Jul,1,FY19,181,186,Budget,6,Number,5510
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Aug,2,FY19,1714,794,Budget,6,Number,5511
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Aug,2,FY19,543,181,Budget,6,Number,5512
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Sep,3,FY19,515,196,Budget,6,Number,5513
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Sep,3,FY19,1602,821,Budget,6,Number,5514
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Oct,4,FY19,548,758,Budget,6,Number,5515
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Oct,4,FY19,145,178,Budget,6,Number,5516
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Nov,5,FY19,1009,769,Budget,6,Number,5517
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Nov,5,FY19,170,172,Budget,6,Number,5518
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Dec,6,FY19,1164,841,Budget,6,Number,5519
Georgia,Hospital 18,Expense,Pharmacy Cost/Adjusted Admission,Dec,6,FY19,166,197,Budget,6,Number,5516
Georgia,Hospital 18,Expense,Registry (or OT?) Hrs as % of total hrs,Jul,1,FY19,TBD,TBD,Budget,6,Number,5516
Georgia,Hospital 18,Expense,Registry (or OT?) Hrs as % of total hrs,Aug,2,FY19,TBD,TBD,Budget,6,Number,5516
Georgia,Hospital 18,Expense,Registry (or OT?) Hrs as % of total hrs,Sep,3,FY19,TBD,TBD,Budget,6,Number,5516
Georgia,Hospital 18,Expense,Registry (or OT?) Hrs as % of total hrs,Oct,4,FY19,TBD,TBD,Budget,6,Number,5517
Georgia,Hospital 18,Expense,Registry (or OT?) Hrs as % of total hrs,Nov,5,FY19,TBD,TBD,Budget,6,Number,5517
Georgia,Hospital 18,Expense,Registry (or OT?) Hrs as % of total hrs,Dec,6,FY19,TBD,TBD,Budget,6,Number,5517
Georgia,Hospital 18,Expense,Total Comp per Adjusted Admission,Jul,1,FY19,2051,2063,Budget,6,Number,5518
Georgia,Hospital 18,Expense,Total Comp per Adjusted Admission,Aug,2,FY19,4918,2014,Budget,6,Number,5519
Georgia,Hospital 18,Expense,Total Comp per Adjusted Admission,Sep,3,FY19,8117,2068,Budget,6,Number,5520
Georgia,Hospital 18,Expense,Total Comp per Adjusted Admission,Oct,4,FY19,1688,2089,Budget,6,Number,5520
Georgia,Hospital 18,Expense,Total Comp per Adjusted Admission,Nov,5,FY19,2109,2051,Budget,6,Number,5520
Georgia,Hospital 18,Expense,Total Comp per Adjusted Admission,Dec,6,FY19,2172,2075,Budget,6,Number,5520
Georgia,Hospital 18,Population,# Attributed Lives,Jul,1,FY19,TBD,TBD,Budget,7,Number,5520
Georgia,Hospital 18,Population,# Attributed Lives,Aug,2,FY19,TBD,TBD,Budget,7,Number,5521
Georgia,Hospital 18,Population,# Attributed Lives,Sep,3,FY19,TBD,TBD,Budget,7,Number,5521
Georgia,Hospital 18,Population,# Attributed Lives,Oct,4,FY19,TBD,TBD,Budget,7,Number,5521
Georgia,Hospital 18,Population,# Attributed Lives,Nov,5,FY19,TBD,TBD,Budget,7,Number,5515
Georgia,Hospital 18,Population,# Attributed Lives,Dec,6,FY19,TBD,TBD,Budget,7,Number,5521
Georgia,Hospital 18,Population,# Capitated Lives,Jul,1,FY19,TBD,TBD,Budget,7,Number,5521
Georgia,Hospital 18,Population,# Capitated Lives,Aug,2,FY19,TBD,TBD,Budget,7,Number,5521
Georgia,Hospital 18,Population,# Capitated Lives,Sep,3,FY19,TBD,TBD,Budget,7,Number,5541
Georgia,Hospital 18,Population,# Capitated Lives,Oct,4,FY19,TBD,TBD,Budget,7,Number,5542
Georgia,Hospital 18,Population,# Capitated Lives,Nov,5,FY19,TBD,TBD,Budget,7,Number,5543
Georgia,Hospital 18,Population,# Capitated Lives,Dec,6,FY19,TBD,TBD,Budget,7,Number,5544
Georgia,Hospital 18,Population,% Readmission w/in 20 Days All Payer,Jul,1,FY19,TBD,TBD,Budget,7,Number,5545
Georgia,Hospital 18,Population,% Readmission w/in 20 Days All Payer,Aug,2,FY19,TBD,TBD,Budget,7,Number,5546
Georgia,Hospital 18,Population,% Readmission w/in 20 Days All Payer,Sep,3,FY19,TBD,TBD,Budget,7,Number,5515
Georgia,Hospital 18,Population,% Readmission w/in 20 Days All Payer,Oct,4,FY19,TBD,TBD,Budget,7,Number,5548
Georgia,Hospital 18,Population,% Readmission w/in 20 Days All Payer,Nov,5,FY19,TBD,TBD,Budget,7,Number,5549
Georgia,Hospital 18,Population,% Readmission w/in 20 Days All Payer,Dec,6,FY19,TBD,TBD,Budget,7,Number,5550
Georgia,Hospital 18,Population,All Payor CMI,Jul,1,FY19,210.54,215.77,Budget,7,Number,5551
Georgia,Hospital 18,Population,All Payor CMI,Aug,2,FY19,150.4,213.75,Budget,7,Number,5552
Georgia,Hospital 18,Population,All Payor CMI,Sep,3,FY19,795.6,211.54,Budget,7,Number,5553
Georgia,Hospital 18,Population,All Payor CMI,Oct,4,FY19,450.71,416.9,Budget,7,Number,5554
Georgia,Hospital 18,Population,All Payor CMI,Nov,5,FY19,212.11,416.46,Budget,7,Number,5555
Georgia,Hospital 18,Population,All Payor CMI,Dec,6,FY19,503.06,211.09,Budget,7,Number,5556
Georgia,Hospital 18,Population,"Average ""All Payer"" LOS",Jul,1,FY19,492.86,486.98,Budget,7,Number,5557
Georgia,Hospital 18,Population,"Average ""All Payer"" LOS",Aug,2,FY19,1113.2,486.98,Budget,7,Number,5558
Georgia,Hospital 18,Population,"Average ""All Payer"" LOS",Sep,3,FY19,560,487,Budget,7,Number,5559
Georgia,Hospital 18,Population,"Average ""All Payer"" LOS",Oct,4,FY19,213.16,486.98,Budget,7,Number,5560
Georgia,Hospital 18,Population,"Average ""All Payer"" LOS",Nov,5,FY19,657.14,487,Budget,7,Number,5561
Georgia,Hospital 18,Population,"Average ""All Payer"" LOS",Dec,6,FY19,715.06,486.98,Budget,7,Number,5562
Georgia,Hospital 18,Population,BD/Charity $,Jul,1,FY19,19763,51699,Budget,7,Number,5563
Georgia,Hospital 18,Population,BD/Charity $,Aug,2,FY19,42084,51699,Budget,7,Number,5564
Georgia,Hospital 18,Population,BD/Charity $,Sep,3,FY19,52120,50708,Budget,7,Number,5565
Georgia,Hospital 18,Population,BD/Charity $,Oct,4,FY19,44856,51699,Budget,7,Number,5566
Georgia,Hospital 18,Population,BD/Charity $,Nov,5,FY19,6875,50708,Budget,7,Number,5567
Georgia,Hospital 18,Population,BD/Charity $,Dec,6,FY19,56180,51699,Budget,7,Number,5568
Georgia,Hospital 18,Population,BD/Charity %,Jul,1,FY19,3.43,3.45,Budget,7,Percent,5569
Georgia,Hospital 18,Population,BD/Charity %,Aug,2,FY19,5.84,5.17,Budget,7,Percent,5570
Georgia,Hospital 18,Population,BD/Charity %,Sep,3,FY19,6.94,6.55,Budget,7,Percent,5571
Georgia,Hospital 18,Population,BD/Charity %,Oct,4,FY19,5.17,5.56,Budget,7,Percent,5572
Georgia,Hospital 18,Population,BD/Charity %,Nov,5,FY19,0.87,0.87,Budget,7,Percent,5573
Georgia,Hospital 18,Population,BD/Charity %,Dec,6,FY19,7.41,6.61,Budget,7,Percent,5574
Georgia,Hospital 18,Population,Observation Equivelant Days,Jul,1,FY19,0,0,Budget,7,Number,5575
Georgia,Hospital 18,Population,Observation Equivelant Days,Aug,2,FY19,0,0,Budget,7,Number,5576
Georgia,Hospital 18,Population,Observation Equivelant Days,Sep,3,FY19,0,0,Budget,7,Number,5577
Georgia,Hospital 18,Population,Observation Equivelant Days,Oct,4,FY19,0,0,Budget,7,Number,5578
Georgia,Hospital 18,Population,Observation Equivelant Days,Nov,5,FY19,0,0,Budget,7,Number,5579
Georgia,Hospital 18,Population,Observation Equivelant Days,Dec,6,FY19,0,0,Budget,7,Number,5580
Georgia,Hospital 19,Employee,Turnover Rate,Jul,1,FY19,TBD,TBD,Goal,1,Percent,5581
Georgia,Hospital 19,Employee,Turnover Rate,Aug,2,FY19,TBD,TBD,Goal,1,Percent,5582
Georgia,Hospital 19,Employee,Turnover Rate,Sep,3,FY19,TBD,TBD,Goal,1,Percent,5583
Georgia,Hospital 19,Employee,Turnover Rate,Oct,4,FY19,TBD,TBD,Goal,1,Percent,5584
Georgia,Hospital 19,Employee,Turnover Rate,Nov,5,FY19,TBD,TBD,Goal,1,Percent,5585
Georgia,Hospital 19,Employee,Turnover Rate,Dec,6,FY19,TBD,TBD,Goal,1,Percent,5586
Georgia,Hospital 19,"Quality, Safety, Experience",Patient Experience,Jul,1,FY19,TBD,TBD,Goal,2,Number,5587
Georgia,Hospital 19,"Quality, Safety, Experience",Patient Experience,Aug,2,FY19,TBD,TBD,Goal,2,Number,5588
Georgia,Hospital 19,"Quality, Safety, Experience",Patient Experience,Sep,3,FY19,TBD,TBD,Goal,2,Number,5589
Georgia,Hospital 19,"Quality, Safety, Experience",Patient Experience,Oct,4,FY19,TBD,TBD,Goal,2,Number,5590
Georgia,Hospital 19,"Quality, Safety, Experience",Patient Experience,Nov,5,FY19,TBD,TBD,Goal,2,Number,5591
Georgia,Hospital 19,"Quality, Safety, Experience",Patient Experience,Dec,6,FY19,TBD,TBD,Goal,2,Number,5592
Georgia,Hospital 19,"Quality, Safety, Experience",Quality,Jul,1,FY19,TBD,TBD,Goal,2,Number,5593
Georgia,Hospital 19,"Quality, Safety, Experience",Quality,Aug,2,FY19,TBD,TBD,Goal,2,Number,5594
Georgia,Hospital 19,"Quality, Safety, Experience",Quality,Sep,3,FY19,TBD,TBD,Goal,2,Number,5595
Georgia,Hospital 19,"Quality, Safety, Experience",Quality,Oct,4,FY19,TBD,TBD,Goal,2,Number,5596
Georgia,Hospital 19,"Quality, Safety, Experience",Quality,Nov,5,FY19,TBD,TBD,Goal,2,Number,5597
Georgia,Hospital 19,"Quality, Safety, Experience",Quality,Dec,6,FY19,TBD,TBD,Goal,2,Number,5598
Georgia,Hospital 19,"Quality, Safety, Experience",Safety,Jul,1,FY19,TBD,TBD,Goal,2,Number,5599
Georgia,Hospital 19,"Quality, Safety, Experience",Safety,Aug,2,FY19,TBD,TBD,Goal,2,Number,5600
Georgia,Hospital 19,"Quality, Safety, Experience",Safety,Sep,3,FY19,TBD,TBD,Goal,2,Number,5601
Georgia,Hospital 19,"Quality, Safety, Experience",Safety,Oct,4,FY19,TBD,TBD,Goal,2,Number,5602
Georgia,Hospital 19,"Quality, Safety, Experience",Safety,Nov,5,FY19,TBD,TBD,Goal,2,Number,5603
Georgia,Hospital 19,"Quality, Safety, Experience",Safety,Dec,6,FY19,TBD,TBD,Goal,2,Number,5604
Georgia,Hospital 19,Earnings,Operating Costs,Jul,1,FY19,1108944,5959715,Budget,3,Dollar,5605
Georgia,Hospital 19,Earnings,Operating Costs,Aug,2,FY19,2198753,5959715,Budget,3,Dollar,5606
Georgia,Hospital 19,Earnings,Operating Costs,Sep,3,FY19,1001868,5676802,Budget,3,Dollar,5607
Georgia,Hospital 19,Earnings,Operating Costs,Oct,4,FY19,2194976,5959715,Budget,3,Dollar,5608
Georgia,Hospital 19,Earnings,Operating Costs,Nov,5,FY19,2044521,5676802,Budget,3,Dollar,5609
Georgia,Hospital 19,Earnings,Operating Costs,Dec,6,FY19,5894804,5959715,Budget,3,Dollar,5610
Georgia,Hospital 19,Earnings,Operating Costs Margin,Jul,1,FY19,6.69,18.15,Budget,3,Percent,5611
Georgia,Hospital 19,Earnings,Operating Costs Margin,Aug,2,FY19,19.18,18.15,Budget,3,Percent,5612
Georgia,Hospital 19,Earnings,Operating Costs Margin,Sep,3,FY19,5.94,17.94,Budget,3,Percent,5613
Georgia,Hospital 19,Earnings,Operating Costs Margin,Oct,4,FY19,19.87,18.15,Budget,3,Percent,5614
Georgia,Hospital 19,Earnings,Operating Costs Margin,Nov,5,FY19,16.92,17.94,Budget,3,Percent,5615
Georgia,Hospital 19,Earnings,Operating Costs Margin,Dec,6,FY19,20.16,18.15,Budget,3,Percent,5616
Georgia,Hospital 19,Growth,Adjusted Admissions,Jul,1,FY19,1000,1500,Budget,4,Number,5617
Georgia,Hospital 19,Growth,Adjusted Admissions,Aug,2,FY19,1000,800,Budget,4,Number,5618
Georgia,Hospital 19,Growth,Adjusted Admissions,Sep,3,FY19,1000,1500,Budget,4,Number,5619
Georgia,Hospital 19,Growth,Adjusted Admissions,Oct,4,FY19,1000,800,Budget,4,Number,5616
Georgia,Hospital 19,Growth,Adjusted Admissions,Nov,5,FY19,1000,1500,Budget,4,Number,5616
Georgia,Hospital 19,Growth,Adjusted Admissions,Dec,6,FY19,1000,800,Budget,4,Number,5616
Georgia,Hospital 19,Growth,Commercial Payor Mix,Jul,1,FY19,13,13.69,Budget,4,Percent,5616
Georgia,Hospital 19,Growth,Commercial Payor Mix,Aug,2,FY19,13,13.69,Budget,4,Percent,5617
Georgia,Hospital 19,Growth,Commercial Payor Mix,Sep,3,FY19,13,13.69,Budget,4,Percent,5617
Georgia,Hospital 19,Growth,Commercial Payor Mix,Oct,4,FY19,13,13.69,Budget,4,Percent,5617
Georgia,Hospital 19,Growth,Commercial Payor Mix,Nov,5,FY19,13,13.69,Budget,4,Percent,5618
Georgia,Hospital 19,Growth,Commercial Payor Mix,Dec,6,FY19,7.1,13.69,Budget,4,Percent,5619
Georgia,Hospital 19,Growth,IP Acute Admissions,Jul,1,FY19,765,815,Budget,4,Number,5620
Georgia,Hospital 19,Growth,IP Acute Admissions,Aug,2,FY19,812,815,Budget,4,Number,5620
Georgia,Hospital 19,Growth,IP Acute Admissions,Sep,3,FY19,789,816,Budget,4,Number,5620
Georgia,Hospital 19,Growth,IP Acute Admissions,Oct,4,FY19,820,815,Budget,4,Number,5620
